0500,1
0501,70
0502,71
0503,71
0504,71
0505,71
0506,71
0507,71
0508,71
0509,72
0510,72
0511,72
0512,72
0513,72
0514,72
0515,72
0516,73
0517,73
0518,73
0519,73
0520,73
0521,73
0522,73
0523,73
0524,73
0525,74
0526,74
0527,74
0528,74
0529,74
0530,74
0531,74
0532,8
0533,74
0534,75
0535,75
0536,75
0537,75
0538,75
0539,75
0540,8
0541,75
0542,76
0543,76
0544,76
0545,76
0546,76
0547,76
0548,8
0549,76
0550,77
0551,77
0552,77
0553,77
0554,77
0555,77
0556,8
0557,77
0558,78
0559,78
0560,78
0561,78
0562,78
0563,78
0564,78
0565,8
0566,79
0567,79
0568,79
0569,79
0570,79
0571,79
0572,79
0573,79
0574,79
0575,8
0576,80
0577,80
0578,80
0579,80
0580,80
0581,80
0582,80
0583,8
0584,1
0585,80
0586,81
0587,81
0588,81
0589,81
0590,81
0591,81
0592,8
0593,81
0594,82
0595,82
0596,82
0597,82
0598,82
0599,82
0600,9
0601,82
0602,83
0603,83
0604,83
0605,83
0606,83
0607,83
0608,83
0609,84
0610,84
0611,84
0612,84
0613,84
0614,84
0615,84
0616,85
0617,85
0618,85
0619,85
0620,85
0621,85
0622,85
0623,85
0624,85
0625,86
0626,86
0627,86
0628,86
0629,86
0630,86
0631,86
0632,9
0633,86
0634,87
0635,87
0636,87
0637,87
0638,87
0639,87
0640,9
0641,87
0642,88
0643,88
0644,88
0645,88
0646,88
0647,88
0648,9
0649,88
0650,89
0651,89
0652,89
0653,89
0654,89
0655,89
0656,9
0657,89
0658,90
0659,90
0660,90
0661,90
0662,90
0663,90
0664,90
0665,9
0666,1
0667,91
0668,91
0669,91
0670,91
0671,91
0672,91
0673,91
0674,91
0675,91
0676,9
0677,92
0678,92
0679,92
0680,92
0681,92
0682,92
0683,92
0684,10
0685,92
0686,93
0687,93
0688,93
0689,93
0690,93
0691,10
0692,93
0693,94
0694,94
0695,94
0696,94
0697,94
0698,94
0699,10
0700,94
0701,95
0702,95
0703,95
0704,95
0705,95
0706,95
0707,95
0708,96
0709,96
0710,96
0711,96
0712,96
0713,96
0714,97
0715,97
0716,97
0717,97
0718,97
0719,97
0720,97
0721,97
0722,97
0723,98
0724,98
0725,98
0726,98
0727,98
0728,98
0729,98
0730,10
0731,98
0732,99
0733,99
0734,99
0735,99
0736,99
0737,99
0738,10
0739,99
0740,100
0741,100
0742,100
0743,100
0744,100
0745,100
0746,10
0747,1
0748,1
0749,7
0750,67
